"","mtstpEii125","mtstp3ci13","mtstpEci42","mtstp5iu98","mtstp3cu2","mtstp5cu17","mtstpLiu130","mtstpLiu133","mtstpEcu38","mtstpAci74","mtstpLci58","mtstpAiu148","mtstpAci73","mtstp5iu100","mtstpLiu131","mtstpEci41","mtstpEii122","mtstpAiu147","mtstpLci64","mtstp3ci12","mtstp5ii105","mtstpEiu115","mtstp3cu8","mtstp3ci9","mtstp3ii90","mtstp3iu83","mtstpLii137","mtstpLcu53","mtstpAcu66","mtstp5cu18","mtstpEcu36","mtstp5cu21","mtstpLii140","mtstp3iu84","mtstp3iu82","mtstpAiu146","mtstp3cu3","mtstp5ii108","mtstpAci76","mtstpEiu113","mtstp5ci28","mtstpAii157","mtstp5ci26","mtstpAcu69","mtstpAcu68","mtstp3iu81","mtstpEiu117","mtstpEii123","mtstpLcu49","mtstpAcu67","mtstp3ii92","mtstpEiu114","mtstpEci44","mtstpLci57","mtstpLcu56","mtstpAiu145","mtstp3cu4","mtstpLcu50","mtstp5ci27","mtstp5ii112","mtstpAci75","mtstpEii124","mtstp3cu5","mtstpAii156","mtstpLiu135","mtstpAiu149","mtstp3iu85","mtstpAii155","mtstp3ii89","mtstpEcu34","mtstp3ii94","mtstp3ci10","mtstp5cu19","mtstpEcu33","mtstpAii154","mtstp5cu20","mtstp5iu97","mtstpEci45","mtstpEci43","mtstpLiu129","mtstp5iu99","mtstp5ci25","mtstpLii141","mtstp5iu101","mtstpEii121","mtstp3ci11","mtstpLii138","mtstpLci60","mtstpAcu65","mtstpEcu35","mtstpEiu116","mtstpAii153","mtstpAci77","mtstpLcu52","mtstp5ii107","mtstp5ii109"
"mtstpLcu53",1349097.83704266,1259984.27688348,1304445.28682379,1307516.57151607,1257860.42441464,1297891.53474222,753295.0365208,558109.27045967,1290343.38216463,997083.108791564,438170.593896241,953364.28846957,966268.323366688,1308159.7301296,720441.784719318,1336868.98840648,1361967.09402574,953340.774878508,593656.823447307,1272952.98097284,1340600.11114132,1340272.06194124,1253136.54623654,1261023.80707305,1275194.44299414,1264573.50514256,762613.718937948,0,947495.672012667,1327595.89188062,1278639.2671623,1305780.8882746,694443.084676413,1257298.28430917,1247076.71601769,969309.943774215,1253045.39599731,1354777.57018927,965456.811598031,1333443.8694683,1310804.2786453,987645.032714073,1337629.86739542,967089.782282652,983556.625603018,1257965.46231248,1292748.48045811,1305880.65629862,608007.435269251,1020909.08680402,1268381.77036648,1338986.90678529,1348733.31701296,614296.663912981,591020.393118028,946407.943983462,1264898.10478316,382941.405225662,1324474.1804489,1350773.84643088,990372.099978825,1309024.95073421,1247753.09783188,1063906.06381902,628207.384441039,967822.82207908,1166112.31862057,965363.319033214,1142860.71937053,1333074.92210557,1266887.87473983,1288673.90709099,1313565.77334416,1318487.64689059,965089.918351352,1324146.51654681,1336851.78459849,1320409.25580021,1316572.48991329,482675.629911116,1286523.38263999,1351155.13742949,494143.269128284,1333254.25207062,1313106.56259631,1259354.7027347,503933.027798896,485080.226142919,953086.452304197,1300092.42047213,1304192.28074219,952636.543426409,989635.427897161,629843.742735731,1316302.78502614,1327228.693803
"mtstpAcu66",1270401.97079398,1192570.51738884,1219929.37422838,1265976.04680803,1211395.82990611,1252122.96726903,924332.875030163,1010091.0096355,1238872.10334187,259070.919260765,840901.012284366,369556.327570538,258515.07551085,1274315.65524148,812777.858447305,1250238.91630783,1288455.03084452,235808.729538076,873632.637946082,1212674.90186631,1291663.83179811,1252156.47673979,1206521.14146844,1200372.77898564,1214103.02573146,1215654.98444744,1060532.35478024,947495.672012667,0,1292579.431858,1192394.73472211,1265389.13233676,951855.868081258,1210281.27483443,1201261.75330075,299862.430131476,1193626.19358741,1311294.93660306,291616.844486273,1231838.28206708,1275372.26705296,279306.737551775,1284532.61796744,280624.524979523,424811.545125884,1200597.75790438,1228105.46628969,1229758.75209715,932624.285448059,348296.522416232,1216524.59988165,1240154.65927146,1259816.75120358,923814.996006744,964704.353938816,254890.893713938,1211010.43458507,861274.653036494,1290419.84736353,1309154.72192143,478356.247641196,1221770.52257364,1191776.3821041,433177.712473483,993803.311056274,184272.492695069,1120882.25096182,275342.454699619,1161705.21480994,1237425.85917213,1190436.46756789,1245413.74163391,1272714.36348694,1227754.8603695,284853.61243029,1285577.17288589,1291970.62775733,1229044.48104924,1233500.1678514,935414.281916144,1233580.48830729,1303644.56903074,838453.484936398,1286219.08902319,1223141.94742949,1194898.72142391,930182.831526987,1024189.519465,304617.376999872,1204368.25284883,1222467.28722117,262324.980872466,229030.504052162,968634.39095518,1255867.49946562,1277554.21637922
"mtstp5cu18",1319684.68470449,825212.573775852,1294029.1671829,375137.033581183,783462.979706445,405974.506506912,1147472.98263804,1184070.23051615,1178706.33422293,1284230.87966548,1215983.1412241,1213532.94729612,1280524.46682456,362116.304497271,1297346.6490293,1326705.16186868,1364045.28663733,1254017.5409728,1149118.77860736,821780.882580162,416465.167467227,1259021.32298871,819008.740271139,797752.893273425,842035.330388151,785268.740719162,1158583.68957998,1327595.89188062,1292579.431858,0,1223234.22389878,387187.70833808,1131287.16625163,763930.257954467,799892.827852961,1231277.72991852,752828.407451829,459844.919969933,1237244.34838016,1243264.84439014,381736.130590747,1219113.10199595,248717.545899218,1273848.51342583,1157347.61383909,772599.391269535,1199261.90046647,1171303.30994496,1154720.58311779,1369459.05939405,776848.50953917,1320200.53076648,1338996.6358278,1169312.98439677,1190053.67314051,1301625.25055205,766064.5341748,1252344.02070964,465556.433984102,685794.302970645,1236541.4093261,1273893.21817423,776911.570143551,1411515.58845425,1161209.77118932,1296598.28825598,883331.457715803,1270898.39838579,923390.319157047,1309109.41028633,837287.204017679,820310.23738497,159892.937241392,1174094.55819674,1203919.73610226,520071.171377406,873762.239228534,1244222.2876179,1240799.04239396,1171627.47403994,393431.294910178,311636.141819166,1212094.87829612,308223.340406218,1206678.78598394,744351.871209879,1227622.23674017,1205883.37035531,1268236.99404542,1228993.1451977,1287875.99941478,1223042.00974659,1302632.28301397,1147920.13392623,266082.364765341,366826.099677679
"mtstpEcu36",454468.261638322,1091476.3611127,309156.78205078,1221577.32877352,1074905.16125606,1231925.48993257,1079567.96696516,1122970.6536256,270459.008856242,1178085.77111157,1191718.4781275,1083660.04636511,1171581.7051872,1222877.59356287,1322383.87161888,391299.948188707,508523.090396112,1143720.94941594,1022337.9013865,1132015.03425104,1084609.58872574,330114.684511496,1040513.55689203,1101984.19947391,1141603.19724278,1089501.04306789,1014029.58721968,1278639.2671623,1192394.73472211,1223234.22389878,0,1231636.37289537,1050248.56914621,1096444.09742118,1080637.90973561,1104159.96825521,1100598.09177141,1102556.57094075,1138016.99705508,499405.53453543,1235732.06743174,1119923.58236724,1237318.88302616,1151323.90463702,1094583.19488188,1086603.07958106,168570.351483787,248894.992477366,1072979.54392457,1242238.64322861,1108776.7912255,401776.542629548,376745.432487234,1025901.53033958,1075283.0273823,1191505.94439142,1101311.52521107,1228007.49905594,1232804.05874639,988448.635782028,1164944.23352136,276563.710965382,1060145.22460393,1283676.48863303,1033310.46731668,1181728.17610631,1156591.22667494,1138656.48375845,1187869.86297356,360096.275742642,1118544.0161084,1138664.56605062,1220052.33200532,242926.802680043,1123953.82220799,1221301.99728962,899705.973212486,246613.955765697,230595.542145901,1136486.0372366,1207709.48611805,1188928.0906932,1197856.42926445,1210938.76878897,198976.984757875,1105007.16624269,1172270.12210002,1174533.14724808,1177288.93426529,248924.63470923,304167.913672197,1092029.3541427,1197720.2482309,1074901.10928855,1211656.11374494,1192247.05316372
"mtstp5cu21",1347099.09375637,681757.162913209,1308105.607644,217290.238451418,634138.032885241,172454.665363126,1086566.64721024,1138501.57085821,1138138.96272969,1265997.82816588,1187174.84138048,1189305.73289082,1272858.97579605,175833.753333163,1266540.46097751,1350275.81242454,1390005.94340109,1233649.31391244,1112440.06748214,668997.168603888,674074.289671577,1308713.77057604,693287.160391151,661743.541618028,692883.546536596,630163.019383342,1127561.62433311,1305780.8882746,1265389.13233676,387187.70833808,1231636.37289537,0,1070427.21527579,610032.688002954,648916.558516739,1210616.3884481,614578.433252798,670773.959370778,1226381.58415818,1257355.57002473,197462.26009463,1199370.10838541,462241.471502876,1250449.55745066,1138898.28561851,629469.319657432,1197160.89110729,1184016.72713897,1114513.04832997,1351307.19697092,615134.948656992,1358414.06327031,1353417.6195668,1126724.9784265,1160655.34158013,1278780.86753789,637439.337379465,1220213.63417399,213444.076898559,796502.416368842,1219658.88704437,1287653.27974579,645542.999064582,1391732.09445132,1136082.95014853,1270037.35524652,692269.067683514,1251390.54936566,726716.030645706,1339143.72366549,680189.331673976,662910.12213547,366445.836275665,1206093.30174058,1200542.2395157,280208.777406075,878896.451385339,1260122.41110773,1257667.60307344,1139738.19801457,203707.406558859,533191.28019059,1178541.43715896,542602.517178556,1220817.38338548,630526.474965198,1195863.61250527,1167135.34745991,1247647.2772607,1258779.16955697,1303033.26686222,1205406.27438291,1287458.08549189,1097123.26852002,404452.615933182,582608.206612898
"mtstpLii140",1222655.31669947,893713.546265493,1123567.84666345,1067498.45273421,921454.139407707,1054403.31898686,284939.062996287,358098.361430595,1007904.14376669,974423.55157788,535571.776184181,888734.403458453,967213.133173271,1072091.89124082,710245.749889411,1189731.44561141,1257914.2014416,941367.139473277,284099.595350307,923974.719636075,1084835.8707056,1185468.83595897,906056.004603909,913738.6320824,936777.231805957,927619.029680407,443637.259201718,694443.084676413,951855.868081258,1131287.16625163,1050248.56914621,1070427.21527579,0,925244.621440306,907374.455016663,929869.136544768,918269.711564971,1104804.26225349,919174.521686511,1158049.53532182,1077760.23597336,911711.915606501,1124054.70467735,954120.722280467,863328.226588728,916518.978631741,1047517.24990271,1047615.61891211,306176.13042703,1084710.84618838,924427.946576801,1212443.77610151,1196239.6630806,318805.449219502,351296.709449504,978492.828771707,933948.652490075,548546.979753427,1082454.67169502,1038532.36676514,904617.071377247,1128794.72250453,894157.629002715,1105126.1960388,400788.867631772,976089.100507901,851332.676758656,953396.323906225,890464.671316035,1186799.16593171,915774.631712041,965777.523685777,1097899.42071024,1079865.05267649,902342.728561234,1066214.23315872,999228.829934031,1114121.75810167,1093933.94793455,357393.276867929,1036059.33446585,1116867.27129395,505597.893612239,1138835.11676651,1068732.08373659,918590.923166971,437203.670624445,382136.43527887,955562.791853348,1115012.10307946,1147794.43691017,882317.817016854,997370.982383472,233552.828691932,1077167.38977599,1082170.65954407
"mtstp3iu84",1285756.34891934,250677.04151873,1178046.44891533,622066.009087393,198981.365721751,586297.484867711,959891.36043656,1044786.62307326,973016.815293682,1212193.04470072,1104075.7830217,1094222.81513129,1210532.34020062,642403.231179045,1202298.43445694,1263408.65688764,1310900.40140546,1170662.74711749,984837.756622749,256046.556848063,793122.569691206,1233913.56607898,281218.752212387,196773.530800087,277828.484678388,155566.116858362,997707.460583383,1257298.28430917,1210281.27483443,763930.257954467,1096444.09742118,610032.688002954,925244.621440306,0,190112.196343256,1143501.94068667,177525.382467194,796444.480595947,1160667.51605533,1182768.43419218,689029.363875681,1145606.10936487,798799.307378133,1172361.53106259,1043074.65332363,172092.124338943,1076607.76150322,1071759.85938292,981885.012641944,1314465.95190777,188276.083733518,1281612.61234273,1252043.08926146,995036.77193723,1040933.08663423,1223235.63065014,185274.401621427,1142233.623761,650568.186408197,782911.464785732,1143596.2057242,1191720.00837368,243366.913935401,1357357.30121118,1024185.84158678,1208300.18369171,558554.049436199,1188052.42008423,595179.812625277,1248243.03845495,247512.26556155,278929.9238145,728958.568920069,1100425.42101432,1126674.44250293,596838.841658987,727050.017269856,1171285.1903501,1137628.8874395,1040402.57829379,609992.103661899,795765.514694243,1100680.62063933,826171.837935064,1101008.6960357,208798.970681934,1090859.22198828,1078684.01684918,1194997.21562989,1171523.08537025,1193572.51770325,1129776.19494465,1237014.1592867,968471.671825431,720942.616696328,813903.223950148
"mtstp3iu82",1281174.19574519,259032.715480296,1163539.19134439,652718.581079083,200706.715878075,621523.739979658,941089.231561563,1026132.79578683,958845.567262242,1207613.42978594,1085659.09945961,1091501.28129174,1214807.81086173,672922.901086269,1181502.110354,1253393.51762931,1302461.99159028,1166349.94512647,962812.670530379,263198.424177098,808168.248191403,1219226.96815529,270343.336536102,198198.809947659,256314.056174924,148562.725408532,977357.462401391,1247076.71601769,1201261.75330075,799892.827852961,1080637.90973561,648916.558516739,907374.455016663,190112.196343256,0,1142483.86183277,196244.761668246,821937.934933463,1159829.10730927,1167159.80155233,711408.611653213,1144640.83374096,835981.168693035,1168582.10270131,1038695.86203566,168210.400578522,1063715.51157376,1056041.83456835,958678.357019895,1312903.62195506,226183.948000212,1271350.86843288,1243627.41856811,972099.77608476,1018412.55519949,1221430.47730378,225027.9263556,1122391.11942857,657579.554003857,795450.987674289,1135653.36509222,1178244.3669304,261629.23117403,1356913.64972262,1014672.20727127,1207847.14408858,570266.67903412,1186641.22540855,597386.157605227,1237751.51621387,252420.741121556,279996.629003495,758993.303268657,1084338.80604542,1125823.95505046,637142.35476968,710186.9620806,1160445.96288181,1123615.2475359,1018024.51557529,627571.619711647,842501.67699977,1081456.4166165,858707.978461325,1084234.01296635,256405.07113099,1069196.35334422,1060096.19664685,1194955.106958,1157496.72044408,1183533.63318203,1127397.40757282,1240280.06990148,947094.050819475,747753.684394271,834715.604734263
"mtstpAiu146",1191586.81865301,1132420.74888869,1133441.83637344,1203157.06398509,1138894.7714553,1195701.4487127,886041.736862223,987215.377641881,1142074.9085547,221055.508807422,826942.783183723,372280.768091759,254123.926060902,1214520.03230396,920508.971408245,1161478.93706278,1206924.92117569,325734.188687768,850463.999371058,1151718.48068706,1204129.57361302,1157522.84716668,1127689.22327294,1137370.41383948,1153351.93109233,1145184.21972304,1036522.56613452,969309.943774215,299862.430131476,1231277.72991852,1104159.96825521,1210616.3884481,929869.136544768,1143501.94068667,1142483.86183277,0,1130442.99346445,1221507.14459946,353756.452711652,1165639.08159292,1228689.44474511,263714.651142301,1234857.51666839,348927.057483998,485051.648180379,1133178.36143335,1144374.72789182,1139927.20277645,898184.201686514,343911.893168748,1150631.08727937,1148689.6611207,1176193.42501666,913091.184488363,952510.419704485,261644.103340169,1137383.51769008,882705.977316902,1231554.75939266,1206517.39440241,598989.077198728,1138940.76913837,1122601.2151073,418456.737780608,955629.309125067,249132.223899446,1073739.23037992,279554.801020625,1113639.57233722,1144599.13179782,1130544.8518099,1174712.33039644,1219626.17216467,1127444.73200725,307326.456464331,1219007.95854865,1185207.12144794,1148485.33417918,1137702.0898007,915364.367186026,1175355.29721585,1224229.41152731,832059.713510479,1230459.94659877,1127689.283673,1130655.40309861,933393.471371031,1014310.43753047,263797.194454648,1118822.74979357,1134663.82842367,193389.776525161,288058.105668675,953672.623611838,1198395.91497232,1229387.71960129
"mtstp3cu3",1288195.43925619,229856.78275517,1182606.29523751,629959.189563708,201077.463041764,578417.153309053,945059.572048648,1041066.05253133,980873.794751891,1196452.15682106,1084169.84281549,1083320.91059475,1200355.36902756,648293.674903284,1176995.04544272,1264091.19712531,1313691.22403666,1156374.20571443,976661.072271054,217807.66398101,793359.192770729,1234196.50526634,271903.013714727,166080.247611562,261735.642265432,167382.688244432,996070.3460906,1253045.39599731,1193626.19358741,752828.407451829,1100598.09177141,614578.433252798,918269.711564971,177525.382467194,196244.761668246,1130442.99346445,0,798186.319552939,1147425.61476701,1176812.80156739,684955.646228552,1134885.47262203,790957.314537105,1157911.036587,1028375.79049634,178154.198121393,1083559.76002767,1075253.56490843,964738.817771131,1300210.26942335,201280.918333641,1281228.13094226,1255087.53716973,990475.638035141,1035240.28177071,1209824.77485233,158248.686777479,1120636.89033268,645272.666419638,789172.176504139,1127707.09629571,1195881.52734603,243631.412720677,1345900.37011924,1025838.67019684,1196221.70829564,552925.094940244,1177779.86670821,579520.359470682,1248637.55543934,243803.076415159,245664.630176074,712973.715455596,1101616.1188822,1114168.16923508,608509.753646839,741562.442140839,1175390.06160426,1140210.20222079,1020324.51364322,612411.917237506,784817.358185554,1080703.38360696,829346.30792689,1099954.46025124,162853.965194247,1076286.43324852,1072856.79688368,1182208.78072686,1173871.00411466,1197560.12099861,1119416.84253252,1224706.76366631,959434.954652066,716611.426481653,809625.746772013
"mtstp5ii108",1237198.80529583,814404.924720883,1183503.73818899,611715.439274873,805547.898807237,699926.228181751,1142520.66112479,1175297.56027464,1066863.93584218,1285463.52108786,1228164.25237791,1193527.58252991,1284179.06166954,606231.514392612,1327722.44215661,1235749.73204727,1268007.30370859,1263888.55222038,1129299.14472556,842929.307196498,222021.041914371,1161435.5644103,816983.494721019,809616.58244351,863615.90547338,807697.727003624,1112704.62975004,1354777.57018927,1311294.93660306,459844.919969933,1102556.57094075,670773.959370778,1104804.26225349,796444.480595947,821937.934933463,1221507.14459946,798186.319552939,0,1239767.41578721,1125424.69271114,636160.625107908,1210923.78160384,412448.105909328,1278622.56794743,1152793.79743715,797304.761254666,1086420.76718989,1037439.31422265,1141450.74466251,1382521.7272335,784288.999067467,1246578.57230767,1239992.32139973,1139455.60915765,1174729.06212203,1312094.62140419,801604.060137549,1273078.40341432,698617.528893292,442123.594896068,1243410.10304941,1159318.72999128,775210.736779434,1422932.23251261,1138123.07060665,1298958.79748686,969846.313576958,1260744.34883836,1003090.52899627,1228850.61216926,845509.153257709,853902.496497952,467817.232219919,1088643.9262426,1207826.13623771,755533.452882392,685182.069738456,1135379.2168074,1132224.31993314,1180069.29022714,639673.737676767,366230.20288214,1222870.984955,340894.336171346,1087228.31604667,778810.110137528,1215385.65312659,1199851.04967985,1281269.86668512,1143767.11539572,1180070.53422309,1205990.52877944,1303975.54677833,1136860.69670216,442404.780356628,336149.848827746
"mtstpAci76",1226020.98872295,1139620.49266404,1139606.44844956,1227706.68081117,1163748.52285879,1212276.16366964,912220.440668933,1002030.67128219,1185734.710863,294825.040098332,816797.301619746,290921.260715689,251298.55846959,1236297.30398545,856432.399263534,1206400.59733061,1251325.97339024,308861.52413847,847160.53985491,1161677.3725199,1220343.26379445,1209589.79638242,1151919.38073231,1144372.28282872,1165363.27712153,1168934.11287498,1002947.79773024,965456.811598031,291616.844486273,1237244.34838016,1138016.99705508,1226381.58415818,919174.521686511,1160667.51605533,1159829.10730927,353756.452711652,1147425.61476701,1239767.41578721,0,1183224.62306262,1231249.52478384,291580.090991658,1225618.93040431,316801.099881665,410271.186270213,1154385.21961613,1152646.69420182,1175501.19071966,916339.21113867,442820.214158294,1163500.02801225,1208762.17677541,1214278.24558529,877089.676623969,922704.25090149,355375.787893073,1157723.06760487,833632.277160959,1245759.05708812,1234607.8702408,405311.595856638,1150540.75940121,1132744.14647152,558735.021501965,932247.173311501,292032.597131706,1085483.77595241,334769.891661723,1126673.49954398,1195431.0914336,1143069.6799365,1192171.73788546,1218392.74779456,1177955.20908859,213039.765492743,1240675.2025344,1220369.84341222,1171568.74439345,1183085.31146299,916313.84044595,1192559.12732287,1240570.45196431,811871.482773848,1228750.93470993,1169218.53615835,1132231.41018487,874741.975804094,1001978.64991553,308218.045062419,1137835.64731293,1147080.57848935,314012.922755609,257224.552808637,951228.768675426,1193215.08123392,1220673.08318829
"mtstpEiu113",561048.688581655,1184871.48825805,542404.765261158,1250344.90407349,1166822.96229637,1266603.95624234,1178510.8876617,1226067.00304589,556592.202783468,1184284.52318817,1268213.9492369,1153441.10998708,1184185.82146516,1252768.9808927,1378779.3125097,523427.961013002,634092.779024504,1192856.42980182,1133482.99776506,1209722.46269685,1125101.71775528,533927.096034363,1136049.18939645,1186346.91999406,1209168.70814295,1176476.87692404,1119098.10051968,1333443.8694683,1231838.28206708,1243264.84439014,499405.53453543,1257355.57002473,1158049.53532182,1182768.43419218,1167159.80155233,1165639.08159292,1176812.80156739,1125424.69271114,1183224.62306262,0,1252558.97947787,1159430.31050387,1189122.05983511,1203088.85223115,1186511.6218386,1170589.19015163,548588.587321062,491693.863080806,1184702.83497674,1220938.27131369,1189280.92925523,511999.040328894,536428.821134095,1135097.33596686,1182265.53885655,1230849.56298508,1185137.68467544,1298068.60266541,1250129.91108141,997460.506533758,1223355.09831903,534390.305280576,1153846.30217109,1233926.66711579,1147909.05093916,1221811.45532307,1220825.90151317,1191160.04201364,1235418.8146722,517140.525460006,1199780.86861224,1204887.07366084,1233306.79832282,446028.000775113,1185932.85992843,1250297.84667454,937956.47358622,502765.935347705,488468.691242949,1229550.38110401,1242736.09716575,1186326.64099919,1267772.07391544,1193249.82243299,453132.354247623,1186323.31364693,1255082.94528762,1262382.69741179,1171909.27811069,471395.479588894,573979.10047112,1156941.01508916,1188019.22626333,1185501.25268729,1231655.19510039,1172575.22536579
"mtstp5ci28",1333104.9130955,731026.266814558,1305299.69458013,262621.418091509,713992.611487888,235981.079083982,1104402.75607269,1149299.24570073,1155484.94683236,1272936.98963155,1192419.09329022,1199351.65249675,1279627.35869291,205613.130723049,1280827.82713643,1344895.2739789,1378236.73335243,1244787.61130329,1117203.23635531,714373.724733236,636576.621867541,1296889.2361918,764394.755752359,709472.191545764,739764.964321313,699047.68717104,1122173.70963069,1310804.2786453,1275372.26705296,381736.130590747,1235732.06743174,197462.26009463,1077760.23597336,689029.363875681,711408.611653213,1228689.44474511,684955.646228552,636160.625107908,1231249.52478384,1252558.97947787,0,1211424.46912449,421309.890323463,1263515.42516257,1152874.52083667,709669.754880072,1199664.430441,1172228.50599548,1129561.595195,1362115.64753479,671241.788119495,1355409.87418731,1351121.90095659,1124872.16874901,1170387.76948508,1291211.98449531,706682.721652234,1232332.92352545,207420.215305348,790012.508359655,1225598.26616216,1285241.10303004,728154.736787892,1396806.45701461,1146155.67494915,1281814.41582605,737121.561804753,1254796.93044673,760964.079480435,1342216.01554761,726878.761839457,701440.952053264,369901.733260979,1203079.78198471,1206784.44412634,353026.479689891,897333.960716279,1249909.29895655,1248652.18259301,1156034.74255174,239011.654699156,514878.050614456,1184462.85952057,511825.542578495,1204025.5662688,681335.243292632,1200622.4529708,1170925.15194162,1261001.49608168,1254565.220759,1306524.68931054,1212776.67124885,1294406.3175608,1114185.37644456,385433.585648812,534636.166259388
"mtstpAii157",1195910.13201874,1121970.81068284,1146185.40012792,1200628.29377894,1142948.29301842,1189725.65768168,905799.896107419,1001660.25201562,1157820.55942559,232764.314938672,808570.550255876,372493.893318732,266042.494242279,1204120.66582868,896051.96234008,1172213.7409793,1224192.73830395,318417.780523113,859767.750474995,1142497.40933767,1190832.52250604,1172300.52606992,1134969.25408746,1132276.81221997,1146839.38567532,1148366.43003777,1030934.77386035,987645.032714073,279306.737551775,1219113.10199595,1119923.58236724,1199370.10838541,911711.915606501,1145606.10936487,1144640.83374096,263714.651142301,1134885.47262203,1210923.78160384,291580.090991658,1159430.31050387,1211424.46912449,0,1211276.99270171,366804.235193218,467044.216523651,1136962.41114091,1157985.85049885,1141248.52815517,904284.721502253,424985.688795625,1144225.60753615,1173976.81656843,1180782.87047489,915931.636305341,962924.791094797,330705.668288987,1143267.40216089,883017.185904643,1221862.9708038,1209983.56405483,541401.028426297,1144423.68290706,1123165.74489077,477353.657021261,970974.326774389,287848.571645917,1065745.31662943,305972.016360909,1103082.89528819,1162664.16380908,1120821.35021434,1172647.55772844,1203824.08790896,1139675.4247172,274994.733883358,1215144.64416806,1201005.59615933,1146826.21411906,1144919.99393289,913878.077868189,1170366.96076509,1216972.07265392,807444.561275602,1209755.16965071,1138643.46633184,1123349.89526588,924110.021656202,994989.239179807,304412.497608383,1127725.25523248,1154117.46856508,209569.499626679,260927.335281751,949642.224158745,1172691.12769713,1200620.75054088
"mtstp5ci26",1325023.78845893,847633.477821699,1301254.36870508,446595.441667255,821766.229673314,479898.28728854,1154289.88436444,1192346.34295432,1192726.68375029,1274568.24080535,1208358.73240018,1212695.13183403,1282118.91531389,435574.318826128,1290786.98488424,1329568.07256203,1369995.40995775,1254735.47090944,1146625.47387642,856021.020372429,414173.426292277,1268702.7949118,859135.476210662,823127.959285058,868350.059212994,820704.706816167,1156627.3006391,1337629.86739542,1284532.61796744,248717.545899218,1237318.88302616,462241.471502876,1124054.70467735,798799.307378133,835981.168693035,1234857.51666839,790957.314537105,412448.105909328,1225618.93040431,1189122.05983511,421309.890323463,1211276.99270171,0,1274946.55350449,1158033.88863138,817328.398658519,1211796.58978036,1157339.25764161,1156877.72101525,1369435.02615429,792408.972206381,1336291.26324798,1342238.53921601,1169488.11436528,1202503.51355456,1306290.03834994,827856.273492965,1255013.38190846,522520.400310917,639837.362534827,1228495.80880674,1275937.19950239,816371.079597938,1401863.46747485,1180316.00711787,1294672.50985769,904373.04714772,1266550.63596845,932920.746846052,1325638.88294327,861617.967258989,852783.442362445,239642.383902063,1195340.62524811,1200330.29755911,594397.0673868,842133.569500201,1248558.938698,1246402.38030478,1174268.85160491,455209.689100381,275135.836930093,1203587.55195278,257230.989540307,1200978.94244759,765034.537587949,1225305.75302507,1204489.44059005,1262421.09554961,1250617.18862827,1300396.47930044,1215979.15608412,1293868.83856915,1154925.62697735,300272.748044038,302033.845679971
"mtstpAcu69",1245442.56188636,1153999.92260061,1102095.84688115,1247289.94516699,1171512.59264321,1234549.87011843,893251.603696322,1017704.58092639,1192053.93402857,355114.715310937,835126.390556652,297975.782173266,317628.858230703,1257914.17467349,873972.564391289,1222622.98828204,1257240.52013149,263611.201202683,846395.045713377,1176436.44690517,1257025.19293649,1218900.47135362,1160238.48652167,1161276.12391185,1178134.43415345,1176498.29599895,1008903.40828422,967089.782282652,280624.524979523,1273848.51342583,1151323.90463702,1250449.55745066,954120.722280467,1172361.53106259,1168582.10270131,348927.057483998,1157911.036587,1278622.56794743,316801.099881665,1203088.85223115,1263515.42516257,366804.235193218,1274946.55350449,0,424969.515976744,1163361.81083913,1155983.44851502,1189437.18161411,914374.991236073,411242.625210725,1179733.11645645,1215002.07816336,1234737.90803312,880681.769462478,899977.88786981,277953.884565991,1169369.11708257,827952.308814952,1271254.4614668,1269214.84060145,499752.824280532,1170513.46812943,1151064.87037521,532446.965740284,872961.851677119,232882.188791223,1098180.02711003,258721.683937735,1132594.32780098,1205643.29701473,1154982.15536176,1209259.37395752,1257473.43112899,1192521.22607005,284493.343303469,1268885.12453192,1242823.03213437,1195188.72324186,1198431.41555683,926264.918360796,1215857.24073629,1281744.91422937,845096.692888176,1271151.79279027,1190200.71649813,1159726.45550728,833601.376290283,1025982.19456576,377313.647060336,1149000.16467719,1131729.24982425,306666.925929615,359130.071626991,966193.779536473,1237460.85620373,1268222.36298507
