"","mtstpEii125","mtstp3ci13","mtstpEci42","mtstp5iu98","mtstp3cu2","mtstp5cu17","mtstpLiu130","mtstpLiu133","mtstpEcu38","mtstpAci74","mtstpLci58","mtstpAiu148","mtstpAci73","mtstp5iu100","mtstpLiu131","mtstpEci41","mtstpEii122","mtstpAiu147","mtstpLci64","mtstp3ci12","mtstp5ii105","mtstpEiu115","mtstp3cu8","mtstp3ci9","mtstp3ii90","mtstp3iu83","mtstpLii137","mtstpLcu53","mtstpAcu66","mtstp5cu18","mtstpEcu36","mtstp5cu21","mtstpLii140","mtstp3iu84","mtstp3iu82","mtstpAiu146","mtstp3cu3","mtstp5ii108","mtstpAci76","mtstpEiu113","mtstp5ci28","mtstpAii157","mtstp5ci26","mtstpAcu69","mtstpAcu68","mtstp3iu81","mtstpEiu117","mtstpEii123","mtstpLcu49","mtstpAcu67","mtstp3ii92","mtstpEiu114","mtstpEci44","mtstpLci57","mtstpLcu56","mtstpAiu145","mtstp3cu4","mtstpLcu50","mtstp5ci27","mtstp5ii112","mtstpAci75","mtstpEii124","mtstp3cu5","mtstpAii156","mtstpLiu135","mtstpAiu149","mtstp3iu85","mtstpAii155","mtstp3ii89","mtstpEcu34","mtstp3ii94","mtstp3ci10","mtstp5cu19","mtstpEcu33","mtstpAii154","mtstp5cu20","mtstp5iu97","mtstpEci45","mtstpEci43","mtstpLiu129","mtstp5iu99","mtstp5ci25","mtstpLii141","mtstp5iu101","mtstpEii121","mtstp3ci11","mtstpLii138","mtstpLci60","mtstpAcu65","mtstpEcu35","mtstpEiu116","mtstpAii153","mtstpAci77","mtstpLcu52","mtstp5ii107","mtstp5ii109"
"mtstpEiu117",105805.171996677,177531.91654034,45709.8421356653,182608.291223433,177379.868480235,185676.936456213,174993.239890092,193691.808205603,55721.6591253673,243193.399669481,181720.011476033,190873.522331359,227916.54786649,185437.645649805,183842.208976676,88165.7132515239,132864.085358392,209270.543174785,172094.218780897,186391.193192917,188346.771780116,70516.5071486692,175550.041520591,179958.998993504,184751.511182649,181645.282155463,178668.21295196,203123.072859518,225583.96977324,187260.147045532,14894.3069134941,185182.122954333,177636.672595273,180962.606228417,181471.326092271,237026.186743441,181501.498475139,190301.690428935,210990.384510651,92531.2077758033,189685.657225124,224363.983032339,189630.344946521,207759.205623501,181836.78385009,178960.970411426,0,32551.5170668478,179753.319141534,269390.884960255,185589.781754716,74156.4884198138,71215.5830648925,177122.051210146,181339.327383779,235389.898163052,181625.085231225,183806.099201631,188080.846033113,187501.349510658,181581.544640566,58795.3620160802,176542.879597716,291628.118563914,173088.706059269,229977.740512095,179900.137773804,225751.581748497,182118.921616152,70787.2280886378,183852.380326161,194974.531172512,185637.805750131,33881.3502269137,209484.97306472,185580.684499695,180327.557566124,47398.9343333086,42938.0748944616,185049.040027051,183415.574146135,187118.54317112,180777.815300571,192947.959958125,19404.7248822991,181085.720723536,182723.111085622,200733.034465421,224008.079824092,31955.2296663785,49535.1891183438,218698.667251759,239766.302961286,184468.980376971,184881.303770279,191191.817665524
"mtstpEii123",128823.047017836,158509.777295935,65525.4121291958,163515.579196683,158456.633524309,167501.548551726,156517.416761778,176662.457890207,39528.3951400649,230038.291835222,163550.115043529,173910.02187745,213828.065567032,166927.313935581,165903.350658754,108605.569067615,155932.474245832,194323.858619509,153280.637694602,168382.98705287,167460.11070394,92037.9552200366,156287.73554808,161237.32034783,166546.507236785,163161.95870695,161011.875105236,186837.583128615,211520.815561684,167591.882510268,29256.0551527335,166597.327621639,159010.994695129,162328.633929607,162915.25230745,223517.660735001,163085.492999514,168982.511212733,195373.516929583,70407.5030193189,170943.854041435,209815.918025208,167949.164856425,192775.32738759,163910.608756539,160154.175403685,32551.5170668478,0,161208.237101402,257846.093008885,167472.058456952,92528.740907633,92243.2207731482,158446.298586543,163475.361181726,221740.623282888,163066.688741103,166070.817706237,169720.790134032,163302.696008257,163137.5491263,84072.4466346038,157172.30440935,281141.414242638,154658.951583008,216100.287091586,161360.555598952,211628.178339605,163730.819342295,89923.6331349317,165642.754896489,177911.189148543,165892.139251932,27168.6972415846,193927.092287203,167228.907733774,155229.682009429,68821.6787311442,62655.8068267153,167274.685516929,164742.490146774,165614.888735824,162537.315085232,171934.796351518,32738.9352320203,162411.610466807,164653.466576204,184318.872347189,209891.500546958,48936.0469749889,74544.3644040745,204226.274450339,226371.541537571,166407.804559154,164760.645708408,169858.531856771
"mtstpLcu49",273610.750280889,77661.2429831908,207452.279556578,93893.8364788607,79122.5836574272,97035.0532934961,39343.8321187596,50672.6974687145,133592.576681967,192627.139244401,44797.3903857046,117552.882892127,172749.56449342,98461.5026911164,67757.3090600681,251941.477608169,300053.856352925,149404.491002972,23132.6670748824,95824.5556247042,110975.36474892,242662.398280085,76340.7833461267,84624.628531717,92770.6198210364,87298.0167366705,49352.4597069302,71965.8550946042,166919.911354803,105130.312877267,174704.469592338,96868.7625274846,29670.5444924686,85856.8044196504,85979.5448703119,183419.178440514,87972.0435569899,114192.510610011,144428.283996479,150839.138360054,105906.81009901,167279.436896223,111276.061518169,147160.04969177,97826.7978950862,81356.8691364509,179753.319141534,161208.237101402,0,226708.062045596,94925.7229672001,234572.47114686,233133.964883973,24859.4947737369,23358.069715768,178372.022270037,87660.1469848649,42196.4062195657,103227.586773927,112927.904699645,92407.7273621231,231565.049585994,76392.7593209008,256340.965129736,26672.7249063918,173384.284472919,83799.2543407393,167734.078703273,87262.9662620401,232222.066340978,91627.693874052,113128.055448408,101344.829221499,171814.7443842,143555.036975771,96882.2371494311,100271.464260584,216333.001678965,209826.54132085,32123.5934782895,94382.0527199844,107711.558212566,52411.7817924793,117886.108416478,185167.798157775,86887.0065175836,29637.2162836764,54520.568762268,169823.289149204,195582.34450609,220743.76823782,160477.012795876,188082.242359165,23799.6087660646,99920.8572565093,113721.618464507
"mtstpAcu67",328841.077523933,234515.471759396,280936.375728436,239787.085566716,234805.769320785,241464.719348036,228192.225842473,242372.272925173,244264.397449779,39783.7222387525,206860.992639543,120036.37395684,60623.29515002,241853.704936834,215545.831384644,310291.156922864,349240.055508975,87256.2046163987,223557.89900015,241169.001350051,246826.260298915,309112.736845385,233862.432783339,236786.472313763,239980.890756488,237717.068848596,238829.982891976,231195.957960541,66161.1576387915,244523.540306423,264617.371939066,241386.046008835,229990.752703005,237196.605491616,237549.873853857,49818.1363860843,238084.809684972,248281.142722706,92586.3444467189,242496.988088037,245322.309245793,68491.558550172,247420.67531736,87533.8305927407,148414.739403481,235656.882875702,269390.884960255,257846.093008885,226708.062045596,0,240686.734938999,297106.113821185,297840.314104107,225420.831634178,232510.860946698,54459.162382782,237716.965192176,217914.490189134,243791.145087116,247591.147843795,161558.560664433,300547.151836555,234037.646726892,40958.1652569426,229802.729176475,58180.2969460783,236206.704150898,64911.6367608441,237538.100098398,296118.42729462,239226.365270208,248250.140483636,243115.390636516,259878.828544196,91957.1380004441,241248.328715783,241973.820215866,288328.301949442,283483.845349419,230429.466935084,240049.022729396,245434.965469603,212582.77896359,250446.742917764,270732.055198385,237626.108393483,224035.302557766,246226.811671335,69379.2909968326,274516.707079379,292769.076496417,72122.961246578,46969.5819726608,235040.601518002,242300.239595451,248796.281791101
"mtstp3ii92",283097.078664403,39668.8967233029,217127.149245944,72414.8478603124,39128.0057805095,73990.7362489038,88149.8164858174,115454.783192978,139162.908321425,207123.376746386,103685.723878937,132123.802984869,189141.183677587,77629.3487545301,96828.1658722964,262718.458379168,309717.440201936,163566.753219581,94600.0321980474,11712.5227854005,100678.418530093,250392.726932472,53239.1599919737,21777.1439304658,12501.1392846435,17158.3155690449,102054.697118028,139346.96948474,180959.535804207,87504.2724360181,181820.148902939,76529.5314646926,87955.1675281125,21606.7710299655,19329.0613322915,195898.327698842,17404.6675720983,103701.691102056,160088.227581413,164462.789243495,86098.7149880389,180966.567758141,95886.5580099115,161359.584250595,108738.264889367,28885.849726453,185589.781754716,167472.058456952,94925.7229672001,240686.734938999,0,245653.699413871,243588.375736266,97647.6739239723,102996.182845446,192571.591916266,19519.506760745,103840.540295379,82008.3220255912,104587.882923493,111161.825498032,239373.11037744,53428.7405053957,271476.137378646,96194.3248501334,187024.132097792,56844.6273890451,180711.246956359,57027.7721346099,243058.267952716,11045.3546192268,29283.2146794146,83753.9738965672,180832.994908985,155552.241986355,75859.9123318061,91541.6017455167,225250.554389876,219079.05960152,105608.679446696,73516.1266557389,93389.8836608621,99229.687958613,106001.783062521,192395.373143013,21828.6227045354,98268.610354186,127093.111735609,187764.538355058,204337.330297142,228710.806756584,174201.65987816,203614.161031805,99726.9285195948,83136.4946425102,102570.759255939
"mtstpEiu114",49456.2531772449,239670.146507673,35461.1726264484,243490.209572321,239451.958261468,245734.501180564,231716.770790492,248103.755141607,118455.08748901,275049.156213782,234199.935127159,236151.99450371,261801.984888628,245744.972646941,239060.357471975,23955.045565442,75924.4576452729,248694.992485322,225646.839518156,246238.756589325,248591.546117975,43735.915059643,238185.056295791,241344.435224778,245052.708620482,242696.19644699,236090.308390089,249763.474795724,263175.817200274,247393.011334722,73887.7251360895,245552.788050171,234716.846842968,242168.029945865,242580.763010338,272890.945884827,242377.127636998,250027.513194892,251413.113529643,120537.931821019,249025.945569798,261435.36475643,249291.799504992,247849.738614855,233563.661749953,240693.912234384,74156.4884198138,92528.740907633,234572.47114686,297106.113821185,245653.699413871,0,29957.4509398201,230304.353224751,235491.048528546,271460.058164306,242665.122412912,237698.168412531,247718.138657888,248042.656892501,229503.976953307,37451.718740235,238974.692121086,312657.07887091,228839.471445596,266372.324042456,240218.56686533,264135.143745613,242092.625313527,12139.0465860578,244208.238038914,252703.336904264,246200.757292045,72830.2653748834,252716.83822525,245656.524028601,242542.58984706,31235.9737303493,35224.1960469074,239189.976665917,244073.568666103,247426.550262933,234824.242866662,252069.600820604,64386.5436253022,242150.876752503,238349.798729394,252590.221041235,256300.516862032,46682.7031426122,35742.2342976291,257332.023928396,271702.470425265,240121.323747084,245575.78826366,250753.644269426
"mtstpEci44",51015.6101826309,237513.701648833,39956.1180065717,241773.139566608,237343.095042285,243822.434187828,230124.613095164,246532.243548424,115479.158544627,275466.186465143,233029.695275677,235844.942010665,262228.722728211,243914.269536361,237582.140262383,33765.1462551171,79318.0075171616,248750.931130938,224431.084410343,244164.528768089,247504.039308575,45841.8456981634,236020.53066954,239212.013942518,242923.759380304,240621.898675284,234151.843005532,248957.819726992,263214.212972682,246011.918783489,70700.5163958918,243710.817750662,233065.988507677,240102.712005024,240505.003098452,272999.202600313,240304.791326283,249047.812725162,251284.574656347,122225.479985463,247340.243851841,261429.754570747,248357.04863505,247693.240374688,232537.175405468,238599.90964774,71215.5830648925,92243.2207731482,233133.964883973,297840.314104107,243588.375736266,29957.4509398201,0,229058.134800196,234055.462242359,271563.496563688,240613.556726079,236346.166487461,245894.589334612,247482.931958677,229003.349682195,38685.2228134982,236882.913542983,313841.571539589,227377.336820241,266518.049103207,238292.263181503,263992.572752908,240112.432583269,30256.0207105834,242096.481998757,250672.256195383,244798.696197464,76231.6203198932,252310.812611737,243734.002872466,241964.786650953,31776.080623503,36517.2920185871,237788.109424778,242279.749451358,246383.029214449,233527.950376134,251168.543684372,63610.1325610584,240057.078826721,236834.918659527,251155.136592875,256959.028261761,51063.1213776704,37822.0904160686,257271.171412338,272043.971191984,238588.87858713,244190.164019981,249834.967478675
"mtstpLci57",269887.874148658,80968.5881727955,203484.689481586,95949.8418771719,82355.7259127633,98952.7052125885,35631.2149583781,51438.0279014694,130966.45468404,191518.309729971,46127.2455312435,115425.213909858,170155.793567978,100403.919426136,71160.1046920269,247676.956333177,296296.04278107,148662.524981747,14189.2973293535,98524.3293480463,113250.999745263,239635.156467839,79669.0622441932,87678.9682244159,95504.7574294586,90259.0071477603,51383.2137667596,71259.5047556323,166221.025071705,107616.745582729,171595.305636636,98629.3612564237,30255.327329587,88903.3453823354,89185.3961535753,182865.488810494,91136.5882561005,116253.194048399,142028.184506492,145531.249841297,107425.090545163,166309.81302896,113841.70838417,146277.311844703,97689.8203134418,84639.5435558155,177122.051210146,158446.298586543,24859.4947737369,225420.831634178,97647.6739239723,230304.353224751,229058.134800196,0,26637.6236390106,176844.898508195,90655.9804985539,45909.6213518966,104583.148644096,115132.965336423,88910.5964670005,228295.484369501,79906.3158860187,255029.653926646,26054.3943935026,172495.431413443,85349.898768382,166744.912282947,89185.3789851297,228000.905140397,94423.9694079987,115282.895485642,103962.278579688,168136.763602169,143243.101201414,98200.8278247813,102521.542812803,212706.094819852,206041.560219124,38572.5070872903,96528.2516670345,109995.696226268,51549.7838839248,120374.750596395,182206.312650457,90006.0425347623,36446.7744114542,58827.2914255111,166426.065148703,191958.192025806,217531.132749684,159349.919974105,185995.790280828,31004.052263858,102450.687833834,116266.11342567
"mtstpLcu56",273945.530673068,87461.5839837164,208681.036428702,101461.95771245,88641.3267518356,104301.353246923,43472.2393622962,44705.2828620769,137073.900232462,199532.575921081,55626.9324905887,125749.135996489,179583.111156379,105725.811183735,78382.2984575172,252537.557232205,300109.357701126,156820.216171889,28313.736352864,103825.589055761,117776.744638322,243177.120124083,86375.4850719934,93669.0666651235,101139.896058074,96017.8813646778,39907.2807713834,72524.1458847762,173965.418784179,112356.814879389,176402.068606632,104067.457960378,31857.831660527,94738.3733501009,94886.1628778503,190170.356632328,96695.8554919957,120718.843537173,152170.487983754,154534.659143572,112467.249021301,174651.323669099,118257.324282183,154636.027658813,107588.599184199,90736.3437137275,181339.327383779,163475.361181726,23358.069715768,232510.860946698,102996.182845446,235491.048528546,234055.462242359,26637.6236390106,0,184679.050601322,96352.0213950847,52149.1881455793,109925.265864089,119683.655797848,102822.451286096,232183.229415449,86334.2340926805,262113.093069996,24767.030954694,180195.775829297,91646.6783209508,174582.158545007,95417.1860142464,233168.265938308,100067.604743999,119921.984298836,108813.885317996,174018.71019895,151317.967418841,103902.759085976,107835.136627805,217448.066167702,211017.710920985,34034.7852516613,101972.897190743,114753.030349811,60365.794464329,124459.558811746,186833.341468185,95759.3650789053,32602.1960549311,47481.0142805651,176611.25389173,196959.327504325,221644.427301208,167571.145525127,194833.937229617,18482.8043930727,107452.914341941,120584.378697465
"mtstpAiu145",306310.978496307,184756.560323773,251730.233751011,191389.161629448,185165.216439243,193295.76120762,178170.857312407,195337.366227082,204216.143981689,31775.2069590708,159534.968548857,71767.1715253526,28932.1777705078,193886.871493357,167308.954425638,286275.735565628,328985.876829836,40216.8467919921,174905.181929949,193123.011617034,200422.959567387,282778.408324034,184034.594759055,187694.272699275,191670.929747235,188827.897684667,191098.088877241,188002.126270504,22469.3480244181,197414.193211209,230328.54126656,193165.939142429,180581.556772458,188204.752177112,188598.814906841,23770.6359178982,189317.519351365,202132.547516833,50070.6732416396,206708.608688238,197997.395253159,32483.1548101638,201030.58043758,39024.066798116,99014.8421666255,186240.404362831,235389.898163052,221740.623282888,178372.022270037,54459.162382782,192571.591916266,271460.058164306,271563.496563688,176844.898508195,184679.050601322,0,188849.662808719,170259.519867933,196254.496001423,201558.326791621,114384.648203734,273188.734946888,184215.093450693,88127.2968938645,181217.439564755,15590.2797160686,186722.609516994,17568.5057576417,188519.879900287,270111.750284455,190822.763180911,201979.510901236,195630.282771965,226060.730103082,44523.434659033,192944.276377228,194581.955739702,259812.889753412,254318.060441209,183101.508533958,191709.876120736,198636.31367308,164354.709247845,204721.811604259,237945.568610125,188766.100612524,175847.794206395,200832.35652741,41632.5734963534,243517.439730202,264329.668500358,24454.0034520191,31102.8590437335,186821.151225107,194676.929944872,202683.118116184
"mtstp3cu4",280531.36502096,26760.3690555728,213789.965348309,64447.5380906205,25240.2653862134,66536.8440303604,80464.2171420315,109517.602686122,133757.950504799,203738.974746715,97129.6285948673,126685.31973748,185288.160254269,70034.6232929473,89912.2139319496,259964.72534148,307395.965356709,159165.664803211,87395.6116101014,21119.5166954887,93544.0708796021,247416.662651894,38904.925280259,11308.343933278,19741.6757737281,11301.1195394441,95351.4782887229,134309.703665605,177061.285231853,80254.8696791631,177713.50648108,68770.0845986361,80408.8731233472,12676.5143495092,13041.4611991682,192233.504267817,9615.83162524062,96938.2659121903,155624.723492428,159822.093890905,79798.3743294017,177116.333535726,89643.1909879004,156919.192687226,101992.167157864,16613.6207438379,181625.085231225,163066.688741103,87660.1469848649,237716.965192176,19519.506760745,242665.122412912,240613.556726079,90655.9804985539,96352.0213950847,188849.662808719,0,97210.0208258203,75521.7767742965,97021.6715561987,104707.818529318,236369.90967863,38824.944659164,268885.036182823,88726.0427743098,183214.885088223,49771.5503904712,176802.692011857,51675.1557227078,240020.77486651,17228.0100029659,42614.6546371682,76316.2876126316,176700.631752873,150879.930261441,67009.5201294261,83076.1274463374,222026.465079733,215758.7480338,99113.6583101236,65877.7927804542,85726.8500928044,92359.5969999513,99865.5292602108,188588.878584875,13501.4744475012,91325.1198515055,121848.221164222,183958.297666764,200754.257439407,225465.046784188,170143.421025735,200093.74402037,92949.9859209577,75193.6204927387,96415.5876743056
"mtstpLcu50",276097.708600577,88405.4253457214,210978.487890616,102840.853664067,89636.109417763,105826.211515895,57068.154659345,56088.0707832228,139778.889339583,185279.222875033,21873.2302854421,113586.655798754,165784.632174135,107158.338197251,55447.536213246,254768.444337279,302219.757340425,143242.617811505,44924.0858429274,104664.526280144,118985.429711825,245452.108587099,87487.3336908379,94589.4998775561,102108.816587828,96924.7202319151,67327.5221543518,51253.4725397948,159053.033663977,113455.537123901,178885.133551628,105763.825893716,46911.5047166063,95683.234003798,95886.613089678,175654.302687301,97548.9247516867,121958.559340582,138877.50818145,157023.988064173,114195.132712153,160333.195427057,119358.694313088,140908.969937176,96181.0096035861,91674.5834448849,183806.099201631,166070.817706237,42196.4062195657,217914.490189134,103840.540295379,237698.168412531,236346.166487461,45909.6213518966,52149.1881455793,170259.519867933,97210.0208258203,0,111700.409060097,121133.213378481,92988.4903434883,234444.8081857,87341.7080613053,247457.15483031,45570.4417764654,165546.505168392,92561.5060509298,159891.23088918,92306.3247338364,235403.9620396,100899.695234458,120728.701126557,109924.856186507,176511.798475991,137318.503100712,105778.690717928,109500.992486068,219763.679509485,213414.044500801,34204.7611238876,103358.778791731,115879.604735207,32348.4629817162,125599.430293146,189301.889085308,96572.0446639965,32709.8354997297,59491.0286609492,163605.539711006,199321.371233915,223858.387334666,153305.497089051,180587.455075833,46797.0281798724,108434.669142085,121729.560356887
"mtstp5ci27",284660.677563805,69926.673639106,219897.41482817,28497.859033101,69160.7961547686,17406.8250802212,95307.9789476408,119999.122396553,143101.151454883,210843.24003694,111475.20280254,137987.623321478,193268.810987496,18933.8256340072,105952.239015225,264725.23234956,311031.394421969,168174.325825711,102411.000126699,83969.6310562919,79653.0867369594,251830.410386195,71139.8106716942,73366.4234887689,82915.8822703022,75718.4717798558,108685.252358694,144514.915682655,185441.17217819,48930.3921129532,184926.153252841,17860.7640491238,97202.3476222016,73215.502810985,75607.3600104128,199756.169650744,75954.0136433616,80385.35503089,164927.343087254,166266.622729804,16399.2961760891,185164.321457152,62810.9398293745,166376.704031098,115998.870615089,71962.2483479197,188080.846033113,169720.790134032,103227.586773927,243791.145087116,82008.3220255912,247718.138657888,245894.589334612,104583.148644096,109925.265864089,196254.496001423,75521.7767742965,111700.409060097,0,93360.2020451095,118829.19736322,241391.906939071,70173.4378884176,274136.447448756,102297.9204916,191160.864631863,59864.871111577,184968.135109953,65295.9365257958,245313.241243032,80447.8852739044,97797.1691079973,48780.7228587165,183118.996491613,160735.19516678,31417.7908003617,88518.9551556907,227271.569847186,221420.530166883,113222.909151339,22568.9467596136,68400.0973393483,106607.842053954,73493.2264981871,194923.714621728,74748.4341432185,105952.393615198,132483.419025759,191652.207286993,206620.255157058,231027.178640789,178674.347589716,207380.605102699,107207.132003222,51933.1894060199,77648.4281747242
"mtstp5ii112",285827.853477651,90309.6433879712,221869.677429337,77058.8593042878,89914.4994116923,93534.5636229786,107896.045849266,129921.474056993,141919.311563285,215464.917444608,120859.9424228,144973.354275952,197898.373229198,84395.2194723288,116209.539718985,265514.137184171,312444.659130314,174096.042150714,112446.746862683,106903.431341493,46477.2982754949,249410.904387882,86618.0036911732,95393.3730065875,104337.033636286,97763.8433864173,116114.486915215,151913.673390802,190959.702067236,67150.4558662355,184705.384338625,88257.24084809,107725.062697969,95867.3799942057,97345.5227039355,204336.725083392,98118.7084440888,52011.9157572815,170383.469925365,153752.473361852,91234.4859433509,190329.919976903,57902.7877131048,172130.121185228,124338.112130278,92305.2002612825,187501.349510658,163302.696008257,112927.904699645,247591.147843795,104587.882923493,248042.656892501,247482.931958677,115132.965336423,119683.655797848,201558.326791621,97021.6715561987,121133.213378481,93360.2020451095,0,127315.166870102,242096.056323108,85727.1087412043,277793.125697711,111703.807322829,196439.68588134,99760.91283869,190044.955999413,102881.585132943,246119.823722537,103196.609584955,122047.744925467,62806.61297679,178771.869211041,165844.055178,94742.7667282746,37552.510291403,226958.73098965,221034.991477783,121704.251851735,83021.1961487558,49526.6170130889,117102.224082911,58593.0296570213,192662.264626141,95993.1162179018,115837.962932313,141204.20450778,196995.350840305,205813.804670464,232393.320491161,183797.392386195,211773.484701512,116482.31874714,60414.7485826276,48325.3071301321
"mtstpAci75",269662.275526039,96615.1130194584,204222.702409689,110311.786548859,97976.9820373525,113420.721184453,89203.5418597338,121547.970293901,137384.171026599,125124.187462298,82189.2281071516,49813.241144947,103167.309005673,114670.617704676,83135.2133137972,246922.529909394,295693.237052493,85147.2818001379,85356.8851063076,111836.046404062,125306.585217305,241344.856557158,95765.4306155938,102250.463030136,109345.727280217,104719.064442476,113257.55831996,125641.341632696,101858.518078083,120264.985160198,175490.746653721,113471.843910778,93516.6611941477,103503.531876395,103936.980024528,119456.008338693,105339.51539214,128233.563632034,72704.165215976,144885.168970669,121571.460102666,101807.282717137,125833.33335544,82978.5218875442,38364.6226012309,99767.5548198885,181581.544640566,163137.5491263,92407.7273621231,161558.560664433,111161.825498032,229503.976953307,229003.349682195,88910.5964670005,102822.451286096,114384.648203734,104707.818529318,92988.4903434883,118829.19736322,127315.166870102,0,230030.586042715,95674.9857908305,192600.921662724,98834.9199047523,108337.489298444,102143.373616994,103945.194395587,105640.501855096,227418.119131335,107816.793396698,127014.875333561,117160.098634332,170329.482291658,78113.3173698509,113335.183657194,116171.957174451,213868.037830146,207240.473606268,104106.094101923,110682.53058551,122354.2377115,85274.3586713999,131886.249703301,185519.49832203,104192.125047245,96994.0182468256,130361.625255752,99661.5398297892,193802.398982631,219277.111654914,96235.8991335884,119993.73600305,104604.815590079,115202.520496702,128321.936113549
"mtstpEii124",51411.0551406968,233234.543413467,34687.888670098,237122.450366183,233051.794582837,239477.201385009,227646.509507216,243675.366614927,112318.640681776,278239.527801765,232024.59107913,236637.103867773,265033.974655488,239368.240784668,235250.844138975,38674.8965707681,76512.8397757348,250184.358973589,223530.890698523,240005.674483301,242271.739315663,26156.0154151559,231701.691659377,234950.04966903,238763.881726962,236376.728387223,230458.221999301,248857.571873184,264587.810294368,241233.693901094,63551.3179864217,239216.916996949,230491.675682216,235857.69385579,236277.194933438,274388.23936545,236065.497553447,243994.384560917,252824.118895314,130314.883649802,242904.453030764,263217.890814783,243564.691979875,249026.706322919,231540.956171746,234336.986123691,58795.3620160802,84072.4466346038,231565.049585994,300547.151836555,239373.11037744,37451.718740235,38685.2228134982,228295.484369501,232183.229415449,273188.734946888,236369.90967863,234444.8081857,241391.906939071,242096.056323108,230030.586042715,0,232517.865538344,318317.934680153,225066.687093511,268188.171681645,234209.178429035,265117.89776097,236080.510890852,32922.9369153348,237969.279154172,246633.332151517,239914.091345327,72110.7240221092,252527.953541617,239436.967222188,236582.337711289,25437.9099447136,31396.5466804725,235664.697279916,237708.077187197,241385.362974635,231918.361118229,246318.666731315,55196.4544215235,235785.303780028,234390.807356937,248888.750553944,260620.851537846,44218.5698106121,19219.3862196128,258523.583443681,275171.034873937,236036.952215673,239228.12594451,244800.835768556
"mtstp3cu5",277436.065599217,18665.3119769283,209545.278208666,55917.3718976064,19488.8709612055,61610.5971522506,67789.8263359072,100933.921452689,126574.48529457,199360.41958359,87403.4076275131,119523.522441689,180458.528030526,63108.620741028,78480.1792530845,256499.977089461,304623.819444745,153541.577296925,76211.7243587725,55633.5147276176,83078.513293397,243682.765004534,11861.1075128037,34925.1298425177,51635.8413623724,39733.8291571005,84981.5241420001,127638.580541106,171973.980136547,73636.5324539675,172428.157637073,60904.5013159791,67601.2047267839,35445.2685876872,38693.0818379204,187616.472909471,40850.4755472024,87247.1929097943,149703.914547185,153480.974909869,75074.1809041137,172022.299016693,82637.6630598344,151181.850222215,92864.681916013,27555.5629462753,176542.879597716,157172.30440935,76392.7593209008,234037.646726892,53428.7405053957,238974.692121086,236882.913542983,79906.3158860187,86334.2340926805,184215.093450693,38824.944659164,87341.7080613053,70173.4378884176,85727.1087412043,95674.9857908305,232517.865538344,0,265647.126586039,78124.3309844974,178418.632128374,49988.3688503231,171790.318637138,55603.8950916062,236249.554414639,50194.2329423826,79645.5650303075,68611.7887234782,171285.791375048,144735.508219827,59206.3779501826,69530.6487378104,217887.280960463,211454.303274166,89265.6241984717,57901.9402621654,76223.1719217665,82213.4114882224,92875.192867405,183581.806274667,37797.6471553539,81082.9168684147,114112.735163013,179133.594522905,196149.768499372,221561.516303059,164845.542576716,195588.768590757,82261.5021734731,65137.5732538054,87668.1970612561
"mtstpAii156",342875.836840353,266014.533408211,299183.07567297,270594.443132737,266310.13129054,272040.372667533,258499.517986218,271421.620903592,269611.078827816,70111.3206972862,236262.498429283,151602.212186976,92408.0278230785,272449.508683819,246274.142311297,324812.508288716,361675.871073625,116777.204985921,253348.113728996,271888.777612554,277021.307918768,326400.971145232,265520.738424117,268033.82664252,270862.014243743,268870.754698451,268928.80018416,257844.865550199,98324.2843538705,274912.00519099,286756.454730577,272018.867698752,260339.630706639,268412.931606971,268719.363507406,82783.680175014,269187.130024609,278283.389873333,125123.069747639,263200.061176009,275473.147333431,98851.6223498951,277477.450433382,118457.344032418,181008.519237795,267058.391727174,291628.118563914,281141.414242638,256340.965129736,40958.1652569426,271476.137378646,312657.07887091,313841.571539589,255029.653926646,262113.093069996,88127.2968938645,268885.036182823,247457.15483031,274136.447448756,277793.125697711,192600.921662724,318317.934680153,265647.126586039,0,259437.790760036,90635.9519049879,267096.870435303,98248.4656795497,268413.219775924,311968.713404299,270135.252775781,278215.525175969,273641.960261037,281062.260080497,125084.274284891,271844.930503132,272824.333840978,306370.38283377,301824.546219815,259822.643595408,270830.610566341,275746.371033434,242501.382045497,280180.035939427,291989.770051547,268777.888596535,253932.062665896,274023.130830458,98019.7434391133,294244.015868102,311176.39630476,104293.692306337,76085.0132029594,264724.796232148,272937.193090086,278685.938555756
